Subject,SubskillID,SubskillDescription,ConceptGroup,DetailedObjective
Science,SCI001-01-C,Compare the effects of different strengths or different directions of pushes and pulls on an object,Practical Application,Sort activities into those that need pushes and those that need pulls
Science,SCI001-01-C,Compare the effects of different strengths or different directions of pushes and pulls on an object,Practical Application,Use appropriate strength to move objects of different weights
Science,SCI001-01-C,Compare the effects of different strengths or different directions of pushes and pulls on an object,Prediction Skills,Predict how an object will move based on the direction it is pushed
Science,SCI001-01-C,Compare the effects of different strengths or different directions of pushes and pulls on an object,Prediction Skills,Guess whether a push or pull would work better for moving specific objects
Science,SCI001-01-C,Compare the effects of different strengths or different directions of pushes and pulls on an object,Communication Skills,Explain why different strengths are needed for moving different objects
Science,SCI001-01-C,Compare the effects of different strengths or different directions of pushes and pulls on an object,Communication Skills,Use directional words to describe how objects move when pushed or pulled
Science,SCI001-01-C,Compare the effects of different strengths or different directions of pushes and pulls on an object,Safety Awareness,Identify safe ways to push and pull objects in the classroom
Science,SCI001-01-C,Compare the effects of different strengths or different directions of pushes and pulls on an object,Safety Awareness,Recognize when an object is too heavy to push or pull safely
Science,SCI001-01-C,Compare the effects of different strengths or different directions of pushes and pulls on an object,Problem Solving,Choose the best direction to push or pull an object to reach a specific location
Science,SCI001-01-C,Compare the effects of different strengths or different directions of pushes and pulls on an object,Problem Solving,Determine whether to push or pull to move an object around an obstacle
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Basic Understanding,Describe how different surfaces feel when touched
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Basic Understanding,Identify rough and smooth surfaces in the classroom
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Observation Skills,Compare how objects slide on different surfaces
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Observation Skills,Predict which surfaces will make objects move faster or slower
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Hands-on Investigation,Test how toys move on different surfaces like carpet and tile
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Hands-on Investigation,Sort objects by how easily they slide on a table
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Practical Application,Explain why playground slides are smooth
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Practical Application,Demonstrate how friction helps us walk without slipping
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Experimentation,Compare rolling versus sliding objects on different surfaces
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Experimentation,Test how water affects the movement of objects on surfaces
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Problem Solving,Choose appropriate surfaces for specific movement needs
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Problem Solving,Suggest ways to make objects move more easily or with more difficulty
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Communication Skills,Use simple terms to describe how friction affects movement
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Communication Skills,Draw pictures showing how objects move on different surfaces
Science,SCI001-01-D,Explore the concept of friction through hands-on activities,Safety Awareness,Recognize when friction is helpful for safety
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Basic Recognition,Identify two materials that can be mixed together to make something new
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Observation Skills,Describe how materials look different before and after mixing
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Observation Skills,Compare the properties of materials before and after combining them
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Hands-on Investigation,Mix two primary colors to create a secondary color
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Hands-on Investigation,Combine water and soil to make mud
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Hands-on Investigation,Mix ingredients to make play dough following simple steps
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Prediction Skills,Predict what might happen when two materials are mixed together
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Prediction Skills,Guess which materials can be safely combined
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Safety Awareness,Identify materials that should not be mixed together
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Safety Awareness,Follow basic safety rules when combining materials
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Documentation,Draw pictures showing materials before and after mixing
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Documentation,Use simple words to describe how materials changed when mixed
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Real World Connection,Recognize how combining materials helps make useful things
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Scientific Process,Follow simple steps to combine materials in order
Science,SCI001-02-C,Investigate how some materials can be combined to form new materials,Scientific Process,Share observations about what happened when materials were combined
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Basic Concepts,Recognize that objects need pushes or pulls to move
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Basic Concepts,Identify when one moving object makes another object move
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Observation Skills,Describe what happens when rolling balls collide
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Observation Skills,Notice how dominoes fall in sequence when pushed
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Hands-on Investigation,Demonstrate how to make a toy car move using a push
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Hands-on Investigation,Show how to transfer motion between marbles through collision
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Practical Application,Create a simple chain reaction using classroom objects
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Practical Application,Move objects across a table using different strengths of pushes
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Cause and Effect,Predict what will happen when two moving objects meet
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Cause and Effect,Explain why a still object moves after being hit by a moving object
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Safety Awareness,Identify safe ways to push or pull objects in the classroom
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Safety Awareness,Demonstrate gentle versus forceful pushes appropriately
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Communication Skills,Use simple words to describe how energy moves between objects
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Communication Skills,Share observations about what makes objects start or stop moving
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Problem Solving,Find different ways to make a ball roll across the floor
Science,SCI001-03-B,Explore how energy can be transferred from one object to another,Problem Solving,Design a simple way to make multiple objects move in sequence
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Basic Observation,Match baby animals to their adult forms using pictures
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Growth Stages,Sequence pictures showing a seed growing into a plant
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Growth Stages,Order pictures showing how a butterfly changes from egg to adult
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Growth Stages,Identify the correct order of a frog's life cycle using images
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Changes Over Time,Compare the size of a seedling to a full-grown plant
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Changes Over Time,Describe how a caterpillar changes into a butterfly
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Changes Over Time,Record daily observations of a growing plant using pictures
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Hands-on Investigation,Plant a seed and track its growth over time
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Hands-on Investigation,Measure and record plant height using non-standard units
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Hands-on Investigation,Compare growth of plants under different conditions
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Communication Skills,Use simple words to describe how plants change as they grow
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Communication Skills,Draw pictures showing animal growth stages
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Communication Skills,Share observations about plant growth using complete sentences
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Seasonal Changes,Identify how trees change through different seasons
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Seasonal Changes,Match animals to their seasonal appearance changes
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Seasonal Changes,Describe how garden plants change from spring to fall
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Compare and Contrast,Sort pictures of young and adult animals
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Compare and Contrast,Identify differences between seeds and adult plants
Science,SCI002-01-B,Observe and describe how plants and animals grow and change,Compare and Contrast,Match parent animals to their offspring
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Basic Identification,Sort pictures into two groups: plants and animals
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Basic Identification,Name three differences between plants and animals
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Basic Identification,Match baby animals to their adult forms
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Physical Features,Compare the sizes of different plants in the schoolyard
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Physical Features,Sort leaves by their shapes and sizes
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Basic Needs,Match animals to their proper habitats
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Life Cycles,Sequence the stages of a butterfly's life cycle
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Life Cycles,Order the growth stages of a plant from seed to flower
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Life Cycles,Compare how different seeds grow into plants
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Movement Patterns,Demonstrate how different animals move
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Movement Patterns,Compare plant movement to animal movement
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Classification Skills,Match animals to their food sources
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Observation Skills,Draw and label parts of a plant
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Observation Skills,Record changes in a growing plant over time
Science,SCI002-01-C,Compare and contrast different types of plants and animals,Observation Skills,Identify similarities between different types of animals
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Sequential Thinking,Put pictures of plant life cycle stages in correct order
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Sequential Thinking,Arrange butterfly life cycle pictures in proper sequence
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Hands-on Investigation,Plant seeds and observe their growth over time
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Hands-on Investigation,Document plant growth through simple drawings
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Hands-on Investigation,Measure and record plant height using non-standard units
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Vocabulary Development,Match life cycle vocabulary words to pictures
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Compare & Contrast,Identify differences between young plants and mature plants
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Compare & Contrast,Compare the life cycles of two different animals
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Environmental Awareness,Identify seasonal changes in plant life cycles
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Scientific Communication,Draw and label the stages of a simple life cycle
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Scientific Communication,Share observations about plant growth using simple sentences
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Pattern Recognition,Identify repeating patterns in life cycles
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Pattern Recognition,Recognize that life cycles repeat in nature
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Real-World Connection,Identify common plants in different life cycle stages in the school garden
Science,SCI002-01-D,Explore the life cycle of a plant or animal,Real-World Connection,Observe and discuss seasonal changes in local plants and animals
Science,SCI002-02-A,Recognize that living things have habitats in different environments suited to their needs,Application,Explain why specific animals are suited to their habitats using simple terms
Science,SCI002-02-A,Recognize that living things have habitats in different environments suited to their needs,Application,Draw a picture showing an animal in its proper habitat with basic needs met
Science,SCI002-02-A,Recognize that living things have habitats in different environments suited to their needs,Environmental Awareness,Identify local habitats in the school or neighborhood
Science,SCI002-02-A,Recognize that living things have habitats in different environments suited to their needs,Environmental Awareness,Name three animals that live in local habitats
Science,SCI002-02-A,Recognize that living things have habitats in different environments suited to their needs,Classification Skills,Group animals by their habitat types using picture cards
Science,SCI002-02-A,Recognize that living things have habitats in different environments suited to their needs,Classification Skills,Match habitat features to the animals that need them
Science,SCI002-02-A,Recognize that living things have habitats in different environments suited to their needs,Critical Thinking,Predict what might happen if an animal is placed in the wrong habitat
Science,SCI002-02-A,Recognize that living things have habitats in different environments suited to their needs,Critical Thinking,Identify which basic needs are met by different parts of a habitat
Science,SCI002-02-A,Recognize that living things have habitats in different environments suited to their needs,Communication Skills,Use simple vocabulary to describe different habitats
Science,SCI002-02-A,Recognize that living things have habitats in different environments suited to their needs,Communication Skills,Share observations about how animals use their habitats
Science,SCI002-02-A,Recognize that living things have habitats in different environments suited to their needs,Hands-on Investigation,Create a simple model of a habitat using classroom materials
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Basic Identification,Name three basic body parts that help animals eat food
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Basic Identification,Match animal body parts to their primary functions
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Basic Identification,List the five main senses animals use to survive
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Movement Understanding,Demonstrate how different animals move using their legs
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Movement Understanding,Compare how birds and fish use different body parts to move
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Survival Skills,Explain how animals use their senses to find food
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Survival Skills,Identify how animals use body parts to protect themselves
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Survival Skills,Match animals to their food-gathering body parts
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Comparative Analysis,Compare animal body parts that serve similar purposes
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Comparative Analysis,Sort animals by similar body features
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Comparative Analysis,Match baby animals to adult animals based on body features
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Environmental Connection,Identify how animals use senses to stay safe
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Environmental Connection,Describe how animals use body parts to build homes
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Environmental Connection,Match animals to their preferred habitats based on body features
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Practical Application,Role-play how different animals use their senses
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Practical Application,Draw and label important animal body parts
Science,SCI002-02-B,Explore how animals use their body parts and senses to meet their needs,Practical Application,Create a model showing how animals use body parts to meet needs
Science,SCI002-02-C,Investigate how plants and animals can change their environment to meet their needs,Basic Observation,Identify ways animals build homes in nature (like bird nests or beaver dams)
Science,SCI002-02-C,Investigate how plants and animals can change their environment to meet their needs,Basic Observation,Recognize how plant roots change soil as they grow
Science,SCI002-02-C,Investigate how plants and animals can change their environment to meet their needs,Animal Behaviors,List three ways animals dig or burrow to make shelters
Science,SCI002-02-C,Investigate how plants and animals can change their environment to meet their needs,Animal Behaviors,Match different animals to the ways they change their environment
Science,SCI002-02-C,Investigate how plants and animals can change their environment to meet their needs,Plant Growth,Observe and describe how growing plants can break through soil
Science,SCI002-02-C,Investigate how plants and animals can change their environment to meet their needs,Plant Growth,Identify how plant roots help hold soil in place
Science,SCI002-02-C,Investigate how plants and animals can change their environment to meet their needs,Survival Needs,Explain why animals need to change their environment to survive
Science,SCI002-02-C,Investigate how plants and animals can change their environment to meet their needs,Compare/Contrast,Sort pictures of animals by how they change their environment
Science,SCI002-02-C,Investigate how plants and animals can change their environment to meet their needs,Compare/Contrast,Match different animal homes to the animals that build them
Science,SCI002-02-C,Investigate how plants and animals can change their environment to meet their needs,Hands-on Investigation,Create a model of an animal home using natural materials
Science,SCI002-02-C,Investigate how plants and animals can change their environment to meet their needs,Hands-on Investigation,Demonstrate how plants push through soil using simple materials
Science,SCI002-02-C,Investigate how plants and animals can change their environment to meet their needs,Cause/Effect,Predict what might happen when animals dig in different types of soil
Science,SCI002-02-C,Investigate how plants and animals can change their environment to meet their needs,Cause/Effect,Explain how animal changes to environment help them survive
Science,SCI002-02-C,Investigate how plants and animals can change their environment to meet their needs,Environmental Impact,Identify positive and negative ways animals change their environment
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Basic Concepts,Identify what living things need to eat to survive
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Basic Concepts,Define what a food chain is using simple terms
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Basic Concepts,Explain that plants get energy from the sun
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Identification Skills,Sort animals into groups of plant eaters and meat eaters
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Identification Skills,Match animals to their typical food sources
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Identification Skills,Recognize common predator and prey relationships
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Sequence Understanding,Order three animals in a simple food chain
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Sequence Understanding,Place pictures in order from plant to final consumer
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Sequence Understanding,Connect animals to what they eat using arrows
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Real-world Application,Identify food chains in a backyard habitat
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Real-world Application,Describe what different pets eat
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Real-world Application,Explain how garden animals depend on plants
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Visual Recognition,Draw lines between animals and their food sources
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Visual Recognition,Color code different levels in a food chain
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Visual Recognition,Match predators with their prey using picture cards
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Communication Skills,Use simple terms to describe what animals eat
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Communication Skills,Share observations about animal eating habits
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Communication Skills,Explain how plants help animals survive
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Critical Thinking,Predict what happens if one food source disappears
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Critical Thinking,Compare different animals' food choices
Science,SCI002-02-D,Understand the concept of food chains in simple ecosystems,Critical Thinking,Discuss why animals need different types of food
Science,SCI002-03-A,Identify major body parts and their functions,Basic Recognition,Name common external body parts when shown on a diagram or model
Science,SCI002-03-A,Identify major body parts and their functions,Basic Recognition,Point to major body parts on themselves when named by the teacher
Science,SCI002-03-A,Identify major body parts and their functions,Basic Recognition,Match pictures of body parts to their correct labels using simple words
Science,SCI002-03-A,Identify major body parts and their functions,Basic Functions,Explain what the eyes are used for in simple terms
Science,SCI002-03-A,Identify major body parts and their functions,Basic Functions,Describe how we use our hands to touch and hold things
Science,SCI002-03-A,Identify major body parts and their functions,Basic Functions,Tell how legs help us move from place to place
Science,SCI002-03-A,Identify major body parts and their functions,Movement Activities,Demonstrate different ways to move arms and legs
Science,SCI002-03-A,Identify major body parts and their functions,Movement Activities,Follow simple instructions using body part terms
Science,SCI002-03-A,Identify major body parts and their functions,Movement Activities,"Play ""Simon Says"" using body part vocabulary"
Science,SCI002-03-A,Identify major body parts and their functions,Sensory Awareness,Match each sense to its corresponding body part
Science,SCI002-03-A,Identify major body parts and their functions,Sensory Awareness,Describe what happens when we cover different sensory body parts
Science,SCI002-03-A,Identify major body parts and their functions,Real-World Connection,Explain how we use different body parts during daily activities
Science,SCI002-03-A,Identify major body parts and their functions,Real-World Connection,Sort activities by which main body part they use
Science,SCI002-03-A,Identify major body parts and their functions,Real-World Connection,Draw pictures showing how we use different body parts
Science,SCI002-03-A,Identify major body parts and their functions,Health Awareness,Identify basic ways to keep body parts healthy and safe
Science,SCI002-03-A,Identify major body parts and their functions,Health Awareness,Name protective gear that helps keep body parts safe
Science,SCI002-03-A,Identify major body parts and their functions,Health Awareness,Match safety rules to specific body parts they protect
Science,SCI002-03-A,Identify major body parts and their functions,Communication Skills,Use proper terms to name major body parts
Science,SCI002-03-A,Identify major body parts and their functions,Communication Skills,Describe the location of body parts using simple positional words
Science,SCI002-03-A,Identify major body parts and their functions,Communication Skills,Share simple stories about how we use our body parts
Science,SCI002-03-B,Explore the five senses and their importance,Basic Identification,Name all five senses when shown pictures of sense organs
Science,SCI002-03-B,Explore the five senses and their importance,Basic Identification,Match each sense to its corresponding body part
Science,SCI002-03-B,Explore the five senses and their importance,Sensory Awareness,Identify three different sounds in the classroom environment
Science,SCI002-03-B,Explore the five senses and their importance,Sensory Awareness,Describe two different textures using touch-related vocabulary
Science,SCI002-03-B,Explore the five senses and their importance,Practical Application,Sort objects based on how they are primarily sensed
Science,SCI002-03-B,Explore the five senses and their importance,Practical Application,Explain which sense helps keep us safe in specific situations
Science,SCI002-03-B,Explore the five senses and their importance,Sensory Exploration,Compare and contrast two foods using multiple senses
Science,SCI002-03-B,Explore the five senses and their importance,Sensory Exploration,Identify three different smells with eyes closed
Science,SCI002-03-B,Explore the five senses and their importance,Safety Awareness,Recognize situations when certain senses should not be used
Science,SCI002-03-B,Explore the five senses and their importance,Communication Skills,Use descriptive words to explain sensory observations
Science,SCI002-03-B,Explore the five senses and their importance,Critical Thinking,Predict which sense would be most helpful in specific scenarios
Science,SCI002-03-B,Explore the five senses and their importance,Environmental Awareness,Identify three things in nature that can be experienced with each sense
Science,SCI002-03-B,Explore the five senses and their importance,Integration Skills,Demonstrate how multiple senses work together in daily activities
Science,SCI002-03-B,Explore the five senses and their importance,Personal Connection,Share how different senses help in favorite activities
Science,SCI002-03-B,Explore the five senses and their importance,Classification Skills,Group classroom objects by which sense they stimulate most
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Basic Knowledge,Name three healthy foods from different food groups
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Basic Knowledge,Identify two ways exercise makes our bodies feel
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Physical Activity,Demonstrate three different types of exercise movements
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Physical Activity,Show how exercise makes the heart beat faster
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Food Recognition,"Sort pictures of foods into ""healthy"" and ""less healthy"" groups"
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Food Recognition,Match healthy foods to the parts of the body they help
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Body Awareness,Point to three body parts that get stronger with exercise
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Body Awareness,Describe how their body feels before and after exercise
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Daily Habits,List two healthy eating habits for everyday life
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Daily Habits,Name three active games they can play during recess
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Health Connections,Explain why drinking water is important during exercise
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Health Connections,Identify how healthy food gives us energy to play
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Real-Life Application,Choose healthy snacks from given options
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Real-Life Application,Demonstrate simple exercises they can do at home
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Communication Skills,Share their favorite healthy food and why they like it
Science,SCI002-03-C,Recognize the importance of exercise and healthy eating for the human body,Communication Skills,Tell a partner why exercise is good for their body
Science,SCI003-01-B,Identify patterns in weather conditions over time,Basic Observation,Record daily weather using simple picture symbols
Science,SCI003-01-B,Identify patterns in weather conditions over time,Basic Observation,Match weather conditions to appropriate weather symbols
Science,SCI003-01-B,Identify patterns in weather conditions over time,Data Collection,Complete a weekly weather chart using pictures or stickers
Science,SCI003-01-B,Identify patterns in weather conditions over time,Data Collection,Count and compare sunny versus rainy days in a week
Science,SCI003-01-B,Identify patterns in weather conditions over time,Pattern Recognition,Identify repeating weather patterns over a week
Science,SCI003-01-B,Identify patterns in weather conditions over time,Pattern Recognition,Compare weather patterns between two different weeks
Science,SCI003-01-B,Identify patterns in weather conditions over time,Pattern Recognition,Recognize typical weather patterns for current season
Science,SCI003-01-B,Identify patterns in weather conditions over time,Seasonal Awareness,Match typical weather conditions to each season
Science,SCI003-01-B,Identify patterns in weather conditions over time,Seasonal Awareness,Identify appropriate clothing for different weather conditions
Science,SCI003-01-B,Identify patterns in weather conditions over time,Seasonal Awareness,Compare weather patterns between two different seasons
Science,SCI003-01-B,Identify patterns in weather conditions over time,Communication Skills,Share weather observations using simple sentences
Science,SCI003-01-B,Identify patterns in weather conditions over time,Communication Skills,Explain how weather changed from morning to afternoon
