Subject,Grade,UnitID,UnitTitle,SkillID,SkillDescription,SubskillID,SubskillDescription,DifficultyStart,DifficultyEnd,TargetDifficulty
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,LA003-01-C,"Ask and answer questions in order to seek help, get information, or clarify something that is not understood",3,7,5
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,LA003-02-A,"Describe familiar people, places, things, and events",2,6,4
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,LA003-02-B,Add drawings or other visual displays to descriptions to provide additional detail,3,7,5
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,LA003-02-C,"Speak audibly and express thoughts, feelings, and ideas clearly",2,6,4
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-01,Print Concepts,skill_id-E,Identify and count the number of words in a printed sentence when each word is pointed to,1,2,2
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-01,Print Concepts,skill_id-F,Locate and point to the first and last word in a printed sentence,2,3,2
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-01,Print Concepts,skill_id-G,"Identify and point to specific punctuation marks (period, question mark, exclamation point) in printed text",2,4,3
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-01,Print Concepts,skill_id-H,"Demonstrate proper book handling skills (right-side up, front cover, back cover)",1,2,2
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-01,Print Concepts,skill_id-I,"Identify and point to the title, author, and illustrator on a book cover",2,3,3
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-01,Print Concepts,skill_id-J,Recognize and point to spaces between words in printed text,2,4,3
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-01,Print Concepts,skill_id-K,Match identical printed words in a sentence or short text,3,4,4
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-01,Print Concepts,skill_id-L,Identify and point to capital letters at the beginning of sentences,3,4,4
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-01,Print Concepts,skill_id-M,Track text with finger while listening to reading at appropriate pace,3,5,4
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-01,Print Concepts,skill_id-N,"Differentiate between letters, words, and sentences in printed text",4,5,5
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-01,Print Concepts,skill_id-O,Locate and count the number of sentences on a page of text,4,6,5
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-02,Phonological Awareness,skill_id-E,Identify the first sound (initial phoneme) in spoken single-syllable words with 80% accuracy,1,3,2
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-02,Phonological Awareness,skill_id-F,Identify the last sound (final phoneme) in spoken single-syllable words with 80% accuracy,2,4,3
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-02,Phonological Awareness,skill_id-G,Sort pictures of objects by their initial sound into groups with 90% accuracy,3,5,4
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-02,Phonological Awareness,skill_id-H,Identify words that begin with the same sound from a group of three spoken words with 85% accuracy,3,5,4
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-02,Phonological Awareness,skill_id-I,Delete the initial sound in a spoken word and say the remaining part with 75% accuracy,4,6,5
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-02,Phonological Awareness,skill_id-J,Substitute the initial sound in a spoken word to create a new word with 75% accuracy,5,7,6
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-02,Phonological Awareness,skill_id-K,Count individual phonemes in spoken single-syllable words with 80% accuracy,5,7,6
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-02,Phonological Awareness,skill_id-L,Blend three individual phonemes to form a spoken word with 85% accuracy,6,8,7
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-02,Phonological Awareness,skill_id-M,Segment spoken single-syllable words into their complete sequence of individual phonemes with 80% accuracy,7,9,8
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-02,Phonological Awareness,skill_id-N,Identify the middle sound (medial phoneme) in spoken single-syllable words with 80% accuracy,7,9,8
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-02,Phonological Awareness,skill_id-O,Manipulate medial sounds in spoken words to create new words with 75% accuracy,8,10,9
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-03,Phonics and Word Recognition,skill_id-E,Blend individual sounds (phonemes) together to form and read simple CVC (consonant-vowel-consonant) words,2,4,3
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-03,Phonics and Word Recognition,skill_id-F,"Identify and read common consonant digraphs (sh, ch, th, wh) at the beginning of words",3,5,4
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-03,Phonics and Word Recognition,skill_id-G,Segment spoken CVC words into their individual phonemes using physical manipulatives,3,5,4
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-03,Phonics and Word Recognition,skill_id-H,"Recognize and read words with common word endings (-s, -ing, -ed)",4,6,5
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-03,Phonics and Word Recognition,skill_id-I,Match pictures to corresponding written words using initial consonant sounds,2,4,3
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-03,Phonics and Word Recognition,skill_id-J,Identify and read rhyming word pairs in simple text,3,5,4
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-03,Phonics and Word Recognition,skill_id-K,Distinguish between similarly spelled words by identifying the sounds of the letters that differ,4,6,5
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-03,Phonics and Word Recognition,skill_id-L,Read and sort words into categories based on their vowel sounds,4,6,5
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-03,Phonics and Word Recognition,skill_id-M,"Identify and read common consonant blends (st, pl, br) at the beginning of words",4,6,5
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-03,Phonics and Word Recognition,skill_id-N,Demonstrate one-to-one word correspondence while reading simple sentences,3,5,4
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-03,Phonics and Word Recognition,skill_id-O,Read and identify compound words by breaking them into smaller known words,5,7,6
Language Arts,Kindergarten,LA001,Reading Foundations,LA001-03,Phonics and Word Recognition,skill_id-P,Match uppercase and lowercase letters while reading simple text,2,4,3
Language Arts,Kindergarten,LA002,Writing,LA002-01,Text Types and Purposes,skill_id-E,"Identify and label key parts of a story (beginning, middle, end) using a combination of pictures and words",2,4,3
Language Arts,Kindergarten,LA002,Writing,LA002-01,Text Types and Purposes,skill_id-F,Create a simple sequence story using three connected pictures with one word labels,2,5,3
Language Arts,Kindergarten,LA002,Writing,LA002-01,Text Types and Purposes,skill_id-G,Match appropriate feeling words to story characters based on picture clues,3,5,4
Language Arts,Kindergarten,LA002,Writing,LA002-01,Text Types and Purposes,skill_id-H,Draw and label a picture showing a problem and its solution,3,6,4
Language Arts,Kindergarten,LA002,Writing,LA002-01,Text Types and Purposes,skill_id-I,Use simple sight words to complete sentence frames about a favorite topic,4,6,5
Language Arts,Kindergarten,LA002,Writing,LA002-01,Text Types and Purposes,skill_id-J,"Create ""how-to"" instructions using ordered pictures and basic directional words",4,7,5
Language Arts,Kindergarten,LA002,Writing,LA002-01,Text Types and Purposes,skill_id-K,Compare two items using pictures and simple descriptive words,4,7,5
Language Arts,Kindergarten,LA002,Writing,LA002-01,Text Types and Purposes,skill_id-L,Generate and illustrate rhyming word pairs with supporting pictures,5,7,6
Language Arts,Kindergarten,LA002,Writing,LA002-01,Text Types and Purposes,skill_id-M,Create a simple pattern book using repetitive sentence structures and illustrations,5,8,6
Language Arts,Kindergarten,LA002,Writing,LA002-01,Text Types and Purposes,skill_id-N,Compose a basic thank-you note using pictures and sight words,5,8,6
Language Arts,Kindergarten,LA002,Writing,LA002-01,Text Types and Purposes,skill_id-O,Develop a simple character description using physical and personality trait words,6,8,7
Language Arts,Kindergarten,LA002,Writing,LA002-01,Text Types and Purposes,skill_id-P,Create a basic weather report using weather vocabulary and supporting symbols,6,9,7
Language Arts,Kindergarten,LA002,Writing,LA002-02,Production and Distribution of Writing,skill_id-E,Draw simple pictures to plan writing ideas before beginning a story,1,2,2
Language Arts,Kindergarten,LA002,Writing,LA002-02,Production and Distribution of Writing,skill_id-F,Write left to right and top to bottom with consistent spacing between words,2,3,3
Language Arts,Kindergarten,LA002,Writing,LA002-02,Production and Distribution of Writing,skill_id-G,Add descriptive words to basic sentences to make writing more interesting,3,4,4
Language Arts,Kindergarten,LA002,Writing,LA002-02,Production and Distribution of Writing,skill_id-H,Use uppercase letters at the start of sentences and for proper names,3,4,4
Language Arts,Kindergarten,LA002,Writing,LA002-02,Production and Distribution of Writing,skill_id-I,Read writing aloud to check if it makes sense and revise unclear parts,4,5,5
Language Arts,Kindergarten,LA002,Writing,LA002-02,Production and Distribution of Writing,skill_id-J,"Choose appropriate ending punctuation (period, question mark, exclamation point)",4,5,5
Language Arts,Kindergarten,LA002,Writing,LA002-02,Production and Distribution of Writing,skill_id-K,"Create a simple beginning, middle, and end in story writing",5,6,6
Language Arts,Kindergarten,LA002,Writing,LA002-02,Production and Distribution of Writing,skill_id-L,"Use basic transition words (first, then, next, last) to connect ideas",5,7,6
Language Arts,Kindergarten,LA002,Writing,LA002-02,Production and Distribution of Writing,skill_id-M,Write complete thoughts using subject and predicate in simple sentences,6,7,7
Language Arts,Kindergarten,LA002,Writing,LA002-02,Production and Distribution of Writing,skill_id-N,Revise writing to include at least one specific detail about the main topic,6,8,7
Language Arts,Kindergarten,LA002,Writing,LA002-02,Production and Distribution of Writing,skill_id-O,Share writing with a partner and incorporate one suggestion for improvement,7,8,8
Language Arts,Kindergarten,LA002,Writing,LA002-02,Production and Distribution of Writing,skill_id-P,Create an illustrated cover page with title and author for finished writing pieces,7,9,8
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,skill_id-E,Follow two-step verbal instructions during group activities with 90% accuracy,1,2,3
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,skill_id-F,Express agreement or disagreement with peers' ideas using complete sentences and supporting reasons,2,3,4
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,skill_id-G,Take turns speaking in small group discussions without interrupting for 5 minutes,2,4,5
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,skill_id-H,Recall and share 3 key details from a peer's show-and-tell presentation,3,4,5
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,skill_id-I,Use appropriate eye contact when listening to or speaking with peers for 80% of interactions,3,4,6
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,skill_id-J,Respond to peers' questions with relevant information in group discussions,4,5,6
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,skill_id-K,Stay on topic during a 3-minute partner discussion about a shared text,4,5,7
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,skill_id-L,Use appropriate volume when speaking in different classroom settings (small group vs. whole class),4,6,7
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,skill_id-M,Summarize a partner's idea in own words before adding new information to the discussion,5,7,8
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,skill_id-N,Build on others' talk in conversations by linking their comments to the remarks of others,6,8,9
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,skill_id-O,Identify when additional information is needed to understand a topic and formulate specific questions,7,8,9
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,skill_id-P,"Lead a 3-minute small group discussion about a familiar topic, ensuring all members participate",8,9,10
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,skill_id-E,Sequence 3-4 events in chronological order when sharing a personal story,2,4,3
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,skill_id-F,Use appropriate gestures and facial expressions to enhance verbal communication,2,5,3
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,skill_id-G,Ask relevant follow-up questions after listening to peers' presentations,3,5,4
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,skill_id-H,Maintain appropriate eye contact with audience during a 1-minute presentation,3,6,4
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,skill_id-I,Use props effectively to support a brief show-and-tell presentation,3,5,4
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,skill_id-J,Respond to audience questions with relevant answers,3,6,4
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,skill_id-K,Present information in complete sentences with appropriate volume,2,5,3
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,skill_id-L,Stay on topic for the duration of a 2-minute presentation,4,7,5
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,skill_id-M,"Use basic transition words (first, next, last) when presenting information",3,5,4
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,skill_id-N,Demonstrate active listening during peer presentations by facing the speaker and remaining still,2,4,3
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,skill_id-O,Share personal experiences using appropriate past tense verbs,3,6,4
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,skill_id-P,Compare and contrast two objects or experiences in a presentation format,4,7,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-A,"Sort picture cards into nouns (people, places, things) and verbs (actions) with 90% accuracy",1,3,2
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-B,"Act out verbs (e.g., jump, clap) when shown the corresponding word card",2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-C,"Use descriptive adjectives to verbally enhance simple sentences (e.g., ""big red ball"")",3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-A,"Arrange word cards to form complete sentences (e.g., ""The cat sleeps."")",2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-B,"Identify and add correct ending punctuation (., ?, !) to printed sentences",3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-C,"Combine two short phrases into a compound sentence using ""and"" (e.g., ""I like apples and bananas."")",4,6,5
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-A,"Match vocabulary words to corresponding images (e.g., ""transportation"" to car, bus)",1,3,2
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-B,"Use new vocabulary words in oral sentences during play-based activities",2,4,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-C,"Sort words into categories (e.g., animals vs. foods) with 85% accuracy",3,5,4
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-A,"Guess word meanings using picture clues in a storybook",2,4,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-B,"Act out the meaning of a new word learned from a read-aloud story",3,5,4
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-C,"Use sentence context to choose the correct meaning of a multiple-meaning word (e.g., ""bat"")",4,6,5
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-01,Story Elements,LA006-01-A,"Identify main characters in a story using picture clues",1,3,2
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-01,Story Elements,LA006-01-B,"Match settings (e.g., farm, city) to corresponding story illustrations",2,4,3
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-01,Story Elements,LA006-01-C,"Sequence 3-4 story events using picture cards",3,5,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-02,Inference Making,LA006-02-A,"Predict what happens next in a story using visual prompts",3,5,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-02,Inference Making,LA006-02-B,"Answer ""why"" questions about character actions in a read-aloud",4,6,5
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-02,Inference Making,LA006-02-C,"Connect story events to personal experiences during group discussions",4,7,5
Language Arts,Kindergarten,LA007,Creative Expression,LA007-01,Imaginative Storytelling,LA007-01-A,"Use puppets to create a simple story with a beginning and ending",2,4,3
Language Arts,Kindergarten,LA007,Creative Expression,LA007-01,Imaginative Storytelling,LA007-01-B,"Collaborate with peers to act out an original story using props",3,5,4
Language Arts,Kindergarten,LA007,Creative Expression,LA007-01,Imaginative Storytelling,LA007-01-C,"Draw and describe a fictional character with unique traits",4,6,5
Language Arts,Kindergarten,LA007,Creative Expression,LA007-02,Dramatic Play,LA007-02-A,"Role-play familiar stories using expressive voices and gestures",2,4,3
Language Arts,Kindergarten,LA007,Creative Expression,LA007-02,Dramatic Play,LA007-02-B,"Invent dialogue for wordless picture books during group activities",3,5,4
Language Arts,Kindergarten,LA007,Creative Expression,LA007-02,Dramatic Play,LA007-02-C,"Create a short class play based on a shared story or theme",5,7,6
Language Arts,Kindergarten,LA002,Writing,LA002-03,Research to Build and Present Knowledge,LA002-03-A,"Gather information from provided sources (e.g., books, pictures) to answer a question",1,3,2  
Language Arts,Kindergarten,LA002,Writing,LA002-03,Research to Build and Present Knowledge,LA002-03-B,"Participate in shared research projects by contributing one fact about a topic",2,4,3  
Language Arts,Kindergarten,LA002,Writing,LA002-03,Research to Build and Present Knowledge,LA002-03-C,"Recall information from experiences (e.g., field trips) to add details to writing",3,5,4  
Language Arts,Kindergarten,LA002,Writing,LA002-03,Research to Build and Present Knowledge,LA002-03-D,"Create a simple fact sheet with pictures and labels about a class topic",4,6,5  
Language Arts,Kindergarten,LA002,Writing,LA002-04,Conventions of Standard English,LA002-04-A,"Capitalize the first word in a sentence and the pronoun ""I"" consistently",2,4,3  
Language Arts,Kindergarten,LA002,Writing,LA002-04,Conventions of Standard English,LA002-04-B,"Recognize and name end punctuation (period, question mark, exclamation point)",1,3,2  
Language Arts,Kindergarten,LA002,Writing,LA002-04,Conventions of Standard English,LA002-04-C,"Spell simple CVC words phonetically (e.g., ""cat"", ""sun"")",3,5,4  
Language Arts,Kindergarten,LA002,Writing,LA002-04,Conventions of Standard English,LA002-04-D,"Use finger spaces between words in all written sentences",2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-D,"Expand simple sentences by adding descriptive words (e.g., ""The big cat sleeps."")",3,5,4  
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-E,"Differentiate between complete sentences and sentence fragments using picture-word prompts",2,4,3  
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-F,"Use conjunctions (and, but, so) to connect ideas in oral and written sentences",4,6,5  
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-G,"Write simple questions ending with a question mark (e.g., ""Can I play?"")",3,5,4  
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-H,"Build sentences using subject-verb-object word cards (e.g., ""Dog eats bone."")",2,4,3  
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-I,"Identify the subject and action in spoken sentences during interactive games",2,3,2
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-D,"Identify simple synonyms (e.g., ""happy/glad"") using picture pairs",2,4,3  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-E,"Sort antonym pairs (e.g., hot/cold, big/small) with 80% accuracy",3,5,4  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-F,"Group words by function (e.g., ""things we eat"" vs. ""things we wear"")",2,4,3  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-D,"Use picture scenes to infer meanings of unfamiliar words during read-alouds",3,5,4  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-E,"Act out multiple meanings of words (e.g., ""bat"" as animal vs. sports tool)",4,6,5  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-F,"Create silly sentences using new vocabulary words from a story",3,5,4  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-A,"Build thematic word webs (e.g., ""weather"": rain, sun, cloud)",2,4,3  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-B,"Match related word pairs (e.g., ""shoe/sock"", ""spoon/bowl"")",1,3,2  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-C,"Identify word associations through group games (e.g., ""What goes with tree?"" → ""bird"")",2,4,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-G,"Match words to their opposites using picture cards (e.g., ""fast/slow"")",2,4,3  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-H,"Sort words into color categories (e.g., red, blue, green) with 90% accuracy",1,3,2  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-I,"Use descriptive words (e.g., ""fluffy"", ""spiky"") to label tactile objects",3,5,4  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-J,"Identify gradable antonyms (e.g., ""hot/warm/cool/cold"") using temperature props",4,6,5  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-K,"Group words by texture (e.g., ""smooth"", ""rough"") during a sensory bin activity",2,4,3  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-L,"Create a word collage for emotions (e.g., ""happy"", ""angry"") using magazine cutouts",3,5,4  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-G,"Guess word meanings using gestures from a teacher during storytime",2,4,3  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-H,"Use puppets to demonstrate the meaning of new vocabulary words",3,5,4  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-I,"Identify words that 'fit' a story scene (e.g., ""rainy day"" words for a storm illustration)",4,6,5  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-J,"Solve riddles using context clues (e.g., ""I’m sticky and sweet. What am I?"" → ""honey"")",3,5,4  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-K,"Role-play actions to explain verbs (e.g., ""march"", ""whisper"")",2,4,3  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-D,"Create word families using rhyming mats (e.g., ""-at"": cat, hat, mat)",2,4,3  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-E,"Match objects to their related locations (e.g., ""fish/pond"", ""book/library"")",1,3,2  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-F,"Build chains of associated words (e.g., ""sun → beach → sand → shovel"")",3,5,4  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-G,"Sort words by season (e.g., ""snowman"", ""ice cream"")",2,4,3  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-A,"Use new vocabulary in 'show and tell' presentations",3,5,4  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-B,"Incorporate action words into classroom commands (e.g., ""skip to the door"")",2,4,3  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-C,"Describe a picture using 3-4 new vocabulary words from a word bank",4,6,5  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-D,"Play 'word charades' to act out and guess vocabulary terms",2,4,3  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-E,"Create a class story by adding one new word per student",3,5,4
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-F,"Incorporate vocabulary into daily weather reports (e.g., ""Today is sunny"")",2,4,3  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-G,"Use descriptive words to label classroom objects during scavenger hunts",2,4,3  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-H,"Create a word-based art project (e.g., collage using texture words like ""bumpy"" or ""smooth"")",3,5,4  
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-I,"Role-play scenarios using occupation-related vocabulary (e.g., ""chef"", ""astronaut"")",3,5,4  
