Subject,Grade,UnitID,UnitTitle,SkillID,SkillDescription,SubskillID,SubskillDescription,DifficultyStart,DifficultyEnd,TargetDifficulty
Language Arts,Kindergarten,LA002,Writing,LA002-04,Conventions of Standard English,LA002-04-C,Apply end punctuation marks correctly in simple sentences,2,4,3
Language Arts,Kindergarten,LA002,Writing,LA002-04,Conventions of Standard English,LA002-04-D,"Capitalize the first word in sentences and the pronoun ""I""",2,4,3
Language Arts,Kindergarten,LA002,Writing,LA002-04,Conventions of Standard English,LA002-04-E,Use lowercase letters appropriately for non-capitalized words,2,4,3
Language Arts,Kindergarten,LA002,Writing,LA002-04,Conventions of Standard English,LA002-04-F,"Capitalize names of people, pets, and months",3,5,4
Language Arts,Kindergarten,LA002,Writing,LA002-04,Conventions of Standard English,LA002-04-G,Spell simple CVC words and common sight words correctly,3,5,4
Language Arts,Kindergarten,LA002,Writing,LA002-04,Conventions of Standard English,LA002-04-H,Edit simple sentences for capital letters and punctuation,3,5,4
Language Arts,Kindergarten,LA002,Writing,LA002-04,Conventions of Standard English,LA002-04-I,Write basic contractions with apostrophes using teacher support,4,6,5
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,LA003-01-A,Follow two-step verbal instructions during classroom activities with 90% accuracy,1,3,2
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,LA003-01-B,Use appropriate speaking volume and eye contact in different classroom settings,2,4,3
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,LA003-01-C,Take turns speaking without interrupting during 3-minute group discussions,2,5,4
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,LA003-01-D,Ask and answer simple questions to get help or clarify understanding,3,5,4
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,LA003-01-E,Demonstrate understanding of oral presentations by recalling 3 key details,3,6,5
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,LA003-01-F,Express agreement or disagreement with peers using complete sentences and reasons,4,6,5
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,LA003-01-G,Maintain topic focus during partner discussions about shared texts or topics,4,7,6
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,LA003-01-H,Respond to peers with relevant information and connect to others' ideas,5,7,6
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,LA003-01-I,Summarize peers' ideas before adding new information to discussions,6,8,7
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-01,Comprehension and Collaboration,LA003-01-J,Form specific questions when additional information is needed for understanding,7,9,8
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,LA003-02-A,"Demonstrate active listening behaviors during peer presentations (facing speaker, remaining still, maintaining attention)",2,4,3
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,LA003-02-B,Speak audibly and clearly when sharing information with the class,2,5,3
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,LA003-02-C,"Describe familiar people, places, things, and events using complete sentences",2,5,4
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,LA003-02-D,"Use appropriate nonverbal communication (eye contact, gestures, facial expressions) while speaking",2,6,4
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,LA003-02-E,"Sequence 3-4 events using transition words (first, next, last) when sharing personal stories",3,6,4
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,LA003-02-F,"Enhance presentations with visual elements (drawings, props, or displays) to provide additional detail",3,6,5
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,LA003-02-G,Engage in presentation dialogue by asking and answering relevant questions,3,7,5
Language Arts,Kindergarten,LA003,Speaking and Listening,LA003-02,Presentation of Knowledge and Ideas,LA003-02-H,Deliver a focused 2-minute presentation comparing two objects or experiences,4,7,6
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-A,"Sort basic nouns (people, places, things) and action verbs using picture cards with 90% accuracy",1,3,2
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-B,"Demonstrate understanding of action verbs through physical movement and songs (jump, dance, swim)",1,3,2
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-C,"Use simple descriptive adjectives to enhance nouns (big ball, red car) during guided activities",2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-D,"Distinguish between common and proper nouns using familiar examples (dog vs. Spot, city vs. Boston)",2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-E,"Use basic pronouns (I, my, your) and articles (a, an, the) in simple sentences",2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-F,"Apply prepositions (in, on, under, between) to describe object locations during hands-on activities",3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-G,"Create simple sentences using nouns, verbs, and adjectives with picture support",3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-H,"Use basic adverbs (quickly, slowly, loudly) to modify actions through movement activities",3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-I,"Connect ideas using simple conjunctions (and, but) in guided storytelling",3,6,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-J,"Express emotions using appropriate interjections (wow, oops, yay) in context",2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-K,Build complete sentences using mixed parts of speech with manipulative word cards,4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-01,Parts of Speech,LA004-01-L,Participate in interactive grammar games combining multiple parts of speech concepts,4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-A,Identify subject and action in spoken sentences through interactive games and songs,1,3,2
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-B,"Match subject-verb picture cards to create basic sentences (e.g., ""Dog runs"")",2,3,2
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-C,"Arrange word cards to form simple subject-verb-object sentences (e.g., ""Cat drinks milk"")",2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-D,Distinguish between complete sentences and fragments using picture-word prompts,2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-E,"Add appropriate ending punctuation (., ?, !) to given sentences",3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-F,"Create simple questions with correct word order and punctuation (e.g., ""Can I play?"")",3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-G,"Expand simple sentences by adding descriptive words (e.g., ""The big cat sleeps softly"")",3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-02,Sentence Structure,LA004-02-H,"Connect related ideas using basic conjunctions (and, but) to form compound sentences",4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-03,Plurals and Articles,LA004-03-A,Identify singular and plural nouns through listening activities and physical objects,1,3,2
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-03,Plurals and Articles,LA004-03-B,Sort physical objects and picture cards into singular/plural categories,2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-03,Plurals and Articles,LA004-03-C,Match basic singular-plural pairs using picture cards (-s endings only),2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-03,Plurals and Articles,LA004-03-D,"Identify and use articles ""a"" and ""the"" with singular nouns using picture prompts",2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-03,Plurals and Articles,LA004-03-E,"Distinguish between ""a"" and ""an"" usage based on beginning sounds",3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-03,Plurals and Articles,LA004-03-F,Form regular plurals with both -s and -es endings using picture supports,3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-03,Plurals and Articles,LA004-03-G,"Recognize and match common irregular plural pairs (e.g., mouse/mice, tooth/teeth)",4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-03,Plurals and Articles,LA004-03-H,"Use articles in simple sentences with picture support (e.g., ""I see a cat."")",3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-03,Plurals and Articles,LA004-03-I,Create plural forms in guided speaking activities and games,3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-03,Plurals and Articles,LA004-03-J,Distinguish between definite and indefinite articles in context,4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-03,Plurals and Articles,LA004-03-K,Use irregular plurals in guided speaking and storytelling activities,4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-03,Plurals and Articles,LA004-03-L,"Combine articles and plural nouns in creative activities (stories, descriptions)",4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-04,Basic Pronouns,LA004-04-A,"Identify basic pronouns (I, you, he, she) in pictures and spoken language",1,3,2
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-04,Basic Pronouns,LA004-04-B,"Use personal pronouns (I, you) correctly during daily classroom routines and conversations",1,3,2
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-04,Basic Pronouns,LA004-04-C,"Match singular pronouns (he, she) to corresponding pictures and people",2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-04,Basic Pronouns,LA004-04-D,"Use basic possessive pronouns (my, your) in show-and-tell and personal descriptions",2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-04,Basic Pronouns,LA004-04-E,"Apply plural pronouns (we, they) in group situations and stories",2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-04,Basic Pronouns,LA004-04-F,Replace simple nouns with appropriate pronouns in sentences using pictures and spoken language,3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-04,Basic Pronouns,LA004-04-G,"Use advanced possessive pronouns (his, her, their) to describe relationships and ownership",3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-04,Basic Pronouns,LA004-04-H,Distinguish between subject and object pronouns through interactive activities,3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-04,Basic Pronouns,LA004-04-I,Create simple sentences using mixed pronouns with magnetic words and illustrations,4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-04,Basic Pronouns,LA004-04-J,"Use basic reflexive pronouns (myself, yourself) in guided speaking activities",4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-05,Prepositions,LA004-05-A,"Identify and demonstrate basic positional words (in, on, under) through movement games and physical actions",1,3,2
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-05,Prepositions,LA004-05-B,"Follow single-step instructions using common prepositions in classroom activities (e.g., ""Put the pencil in the box"")",2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-05,Prepositions,LA004-05-C,"Sort objects and pictures based on basic positional relationships (above/below, in front/behind)",2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-05,Prepositions,LA004-05-D,Match preposition cards to corresponding pictures showing spatial relationships,3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-05,Prepositions,LA004-05-E,Use prepositions to describe locations of objects in self-created scenes or block structures,3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-05,Prepositions,LA004-05-F,"Follow and create simple treasure maps using prepositional clues (next to, between, beside)",4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-05,Prepositions,LA004-05-G,Draw and label scenes using 3-4 different prepositions accurately,4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-05,Prepositions,LA004-05-H,"Create and follow multi-step instructions using directional prepositions (through, around, across)",4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-05,Prepositions,LA004-05-I,Identify and categorize prepositions as location or direction words in spoken and written contexts,5,7,6
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-06,Verb Forms,LA004-06-A,"Identify action verbs in familiar songs and nursery rhymes (e.g., ""row,"" ""jump,"" ""sing"")",1,3,2
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-06,Verb Forms,LA004-06-B,Demonstrate understanding of action verbs through physical movement and gesture games,2,4,3
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-06,Verb Forms,LA004-06-C,"Distinguish between action verbs and linking verbs (is, are, am) using picture cards",3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-06,Verb Forms,LA004-06-D,Use present tense verbs correctly in simple spoken sentences with picture prompts,3,5,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-06,Verb Forms,LA004-06-E,Apply basic subject-verb agreement in present tense (singular/plural subjects),3,6,4
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-06,Verb Forms,LA004-06-F,Differentiate between present and past tense using regular -ed endings,4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-06,Verb Forms,LA004-06-G,"Match common irregular past tense verbs to their present forms (run/ran, go/went)",4,7,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-06,Verb Forms,LA004-06-H,"Construct simple future tense statements using ""will"" with picture prompts",4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-06,Verb Forms,LA004-06-I,"Create simple sentences using helping verbs (is, are, am) with continuous actions",4,6,5
Language Arts,Kindergarten,LA004,Grammar Basics,LA004-06,Verb Forms,LA004-06-J,"Apply verb tenses (present, past, future) in guided storytelling activities",5,7,6
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-A,"Match basic vocabulary words to corresponding pictures in common categories (e.g., animals, foods, colors)",1,3,2
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-B,"Sort vocabulary words into basic categories (e.g., animals, foods, colors) with 85% accuracy",2,4,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-C,Use new vocabulary words in complete oral sentences during guided activities,2,4,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-D,"Group words by function and use (e.g., ""things we eat,"" ""things we wear,"" ""places we go"")",2,4,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-E,"Identify and match basic opposite pairs using picture cards (e.g., big/small, hot/cold)",2,4,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-F,"Use descriptive words for physical properties (e.g., texture, size, shape) during hands-on activities",3,5,4
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-G,Match emotion vocabulary to situations and facial expressions using various media,3,5,4
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-01,Word Meaning,LA005-01-H,"Identify and use gradable concept words (e.g., tiny/small/big/huge, freezing/cold/cool/warm/hot)",4,6,5
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-A,Use picture clues in storybooks to predict meanings of unfamiliar words,2,4,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-B,Follow and respond to teacher gestures that demonstrate word meanings during read-alouds,2,4,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-C,Demonstrate understanding of action words through physical movement and role-play,2,5,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-D,Match vocabulary words to corresponding story scene illustrations,3,5,4
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-E,Use puppets or props to demonstrate understanding of new vocabulary words,3,5,4
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-F,Create simple sentences using newly learned vocabulary words from stories,3,6,4
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-G,"Identify and demonstrate multiple meanings of common words (e.g., ""bat,"" ""run"")",4,6,5
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-H,Use sentence context and picture clues to determine appropriate word meanings,4,6,5
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-02,Context Clues,LA005-02-I,Solve simple word riddles using context clues and prior vocabulary knowledge,4,7,5
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-A,"Match basic pairs of related objects from visual cards (e.g., sock/shoe, spoon/fork)",1,3,2
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-B,"Sort common objects into basic categories (e.g., food, animals, clothes)",2,4,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-C,"Create simple rhyming pairs using picture support (e.g., cat/hat, dog/log)",2,4,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-D,"Match objects to their typical locations (e.g., bed/bedroom, book/library)",2,4,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-E,"Build three-word rhyming families with common endings (e.g., cat/hat/mat)",3,5,4
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-F,"Create simple thematic word webs with 3-4 related items (e.g., farm: cow, pig, barn)",3,5,4
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-G,"Sort words and pictures by seasonal categories with reasoning (e.g., ""mittens go in winter because..."")",4,6,5
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-03,Word Relationships,LA005-03-H,"Build sequential word chains with logical connections (e.g., seed → plant → flower → bee)",4,6,5
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-A,"Participate in daily vocabulary introduction activities during circle time (""word of the day"")",1,3,2
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-B,Match vocabulary words to physical objects or pictures in classroom scavenger hunts,2,4,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-C,Use basic action words in following and giving classroom commands,2,4,3
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-D,"Demonstrate vocabulary understanding through movement and dramatic play (charades, role-play)",3,5,4
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-E,Contribute to collaborative word walls with illustrations and example sentences,3,5,4
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-F,"Apply vocabulary in structured activities (weather reports, counting exercises, simple experiments)",3,5,4
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-G,Create simple sentences using new vocabulary with magnetic words or writing tools,3,5,4
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-H,"Present ""show and tell"" using 2-3 target vocabulary words accurately",4,6,5
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-I,Describe images or scenarios using multiple vocabulary words from a word bank,4,6,5
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-J,Generate rhyming words and simple poems using target vocabulary,4,6,5
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-K,"Participate in guided writing activities using new vocabulary (class stories, recipes)",4,6,5
Language Arts,Kindergarten,LA005,Vocabulary Development,LA005-04,Word Usage,LA005-04-L,Create and present an illustrated mini-book incorporating 5+ vocabulary words,5,7,6
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-01,Story Elements,LA006-01-A,Identify main characters in stories using picture clues and name their basic traits using emotion cards,1,3,2
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-01,Story Elements,LA006-01-B,Match story settings to illustrations and identify key location changes throughout the story,2,4,3
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-01,Story Elements,LA006-01-C,"Sequence 3-4 major story events using picture cards and label beginning, middle, and end",2,4,3
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-01,Story Elements,LA006-01-D,Identify problems and match appropriate solutions in simple stories using picture prompts,3,5,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-01,Story Elements,LA006-01-E,"Recognize and use story patterns, including repeated phrases and predictable sequences",3,5,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-01,Story Elements,LA006-01-F,"Connect illustrations to story meaning, including mood, character feelings, and plot clues",3,5,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-01,Story Elements,LA006-01-G,"Retell stories using props, including correct sequence and character dialogue",4,6,5
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-01,Story Elements,LA006-01-H,Make predictions and identify simple morals or lessons in stories,4,6,5
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-01,Story Elements,LA006-01-I,Compare different versions of familiar stories and create simple alternate endings,5,7,6
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-02,Inference Making,LA006-02-A,"Match basic emotions to character expressions in picture books (e.g., smiling=happy, crying=sad)",2,4,3
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-02,Inference Making,LA006-02-B,Use picture clues to identify character feelings and environmental settings,2,4,3
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-02,Inference Making,LA006-02-C,Predict simple story outcomes using visual prompts and prior knowledge,3,5,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-02,Inference Making,LA006-02-D,"Answer ""why"" questions about character actions in read-alouds using evidence",3,5,4
