Subject,Grade,UnitID,UnitTitle,SkillID,SkillDescription,SubskillID,SubskillDescription,DifficultyStart,DifficultyEnd,TargetDifficulty
Mathematics,Kindergarten,COUNT001,Counting and Cardinality,COUNT001-04,Understand ordinal numbers,COUNT001-04-D,Extend ordinal number understanding to tenth position (sixth through tenth),4,6,5
Mathematics,Kindergarten,COUNT001,Counting and Cardinality,COUNT001-04,Understand ordinal numbers,COUNT001-04-E,"Compare and analyze relative positions using ordinal numbers (e.g., ""What comes before fourth?"")",5,7,6
Mathematics,Kindergarten,COUNT001,Counting and Cardinality,COUNT001-04,Understand ordinal numbers,COUNT001-04-F,Create and complete sequences using ordinal numbers (first through tenth),6,8,7
Mathematics,Kindergarten,COUNT001,Counting and Cardinality,COUNT001-04,Understand ordinal numbers,COUNT001-04-G,Solve simple word problems involving ordinal numbers in real-world contexts,7,9,8
Mathematics,Kindergarten,COUNT001,Counting and Cardinality,COUNT001-05,Compose and Decompose Numbers 11–19,COUNT001-05-A,Identify a group of ten ones within numbers 11-19 using objects or drawings,2,4,3
Mathematics,Kindergarten,COUNT001,Counting and Cardinality,COUNT001-05,Compose and Decompose Numbers 11–19,COUNT001-05-B,Represent numbers 11-15 as ten ones plus additional ones using manipulatives,3,5,4
Mathematics,Kindergarten,COUNT001,Counting and Cardinality,COUNT001-05,Compose and Decompose Numbers 11–19,COUNT001-05-C,Represent numbers 16-19 as ten ones plus additional ones using manipulatives,4,6,5
Mathematics,Kindergarten,COUNT001,Counting and Cardinality,COUNT001-05,Compose and Decompose Numbers 11–19,COUNT001-05-D,Break apart numbers 11-15 into ten ones and some further ones using visual models,4,6,5
Mathematics,Kindergarten,COUNT001,Counting and Cardinality,COUNT001-05,Compose and Decompose Numbers 11–19,COUNT001-05-E,Break apart numbers 16-19 into ten ones and some further ones using visual models,5,7,6
Mathematics,Kindergarten,COUNT001,Counting and Cardinality,COUNT001-05,Compose and Decompose Numbers 11–19,COUNT001-05-F,"Compose and decompose numbers 11-19 using equations (e.g., 14 = 10 + 4)",6,8,7
Mathematics,Kindergarten,GEOM001,Geometry,GEOM001-01,Identify and describe shapes,GEOM001-01-A,"Match and name basic 2D shapes (circles, squares, triangles, rectangles) regardless of size, color, or orientation",1,3,2
Mathematics,Kindergarten,GEOM001,Geometry,GEOM001-01,Identify and describe shapes,GEOM001-01-B,"Identify and describe shapes in real-world environments using geometric vocabulary (sides, corners) and basic attributes (curved vs. straight sides)",2,4,3
Mathematics,Kindergarten,GEOM001,Geometry,GEOM001-01,Identify and describe shapes,GEOM001-01-C,"Count and compare shape properties (number of sides, vertices) and sort shapes into groups based on these characteristics",3,5,4
Mathematics,Kindergarten,GEOM001,Geometry,GEOM001-01,Identify and describe shapes,GEOM001-01-D,"Recognize and name 3D shapes (cubes, cones, cylinders) and distinguish between 2D and 3D objects",4,6,5
Mathematics,Kindergarten,GEOM001,Geometry,GEOM001-01,Identify and describe shapes,GEOM001-01-E,Draw and trace basic shapes using templates and verbal descriptions of their properties,4,6,5
Mathematics,Kindergarten,GEOM001,Geometry,GEOM001-01,Identify and describe shapes,GEOM001-01-F,Compose larger shapes by combining basic shapes and decompose larger shapes into smaller basic shapes,5,7,6
Mathematics,Kindergarten,GEOM001,Geometry,GEOM001-02,"Analyze, compare, create, and compose shapes",GEOM001-02-A,Identify and name basic 2D shapes based on their attributes (sides and vertices),1,3,2
Mathematics,Kindergarten,GEOM001,Geometry,GEOM001-02,"Analyze, compare, create, and compose shapes",GEOM001-02-B,"Sort and classify shapes by single attributes (sides, corners, size) and identify shapes that don't belong",2,4,3
Mathematics,Kindergarten,GEOM001,Geometry,GEOM001-02,"Analyze, compare, create, and compose shapes",GEOM001-02-C,"Recognize and match shapes in different orientations and sizes, including shapes in real-world objects",3,5,4
Mathematics,Kindergarten,GEOM001,Geometry,GEOM001-02,"Analyze, compare, create, and compose shapes",GEOM001-02-D,"Create and complete basic shapes through drawing, building, and completing half-drawn figures",4,6,5
Mathematics,Kindergarten,GEOM001,Geometry,GEOM001-02,"Analyze, compare, create, and compose shapes",GEOM001-02-E,Analyze and compare 3D shapes by building and manipulating physical models,5,7,6
Mathematics,Kindergarten,GEOM001,Geometry,GEOM001-02,"Analyze, compare, create, and compose shapes",GEOM001-02-F,Compose and decompose shapes to form larger shapes and create pictures of familiar objects,6,8,7
Mathematics,Kindergarten,GEOM001,Geometry,GEOM001-02,"Analyze, compare, create, and compose shapes",GEOM001-02-G,"Create, extend, and describe repeating patterns using multiple shapes and attributes",7,9,8
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-01,Describe and compare measurable attributes,MEAS001-01-A,"Identify and describe basic measurable attributes (length, weight, size) of single objects using appropriate vocabulary",1,3,2
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-01,Describe and compare measurable attributes,MEAS001-01-B,Compare and contrast two objects based on a single measurable attribute using direct comparison and comparative language,2,4,3
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-01,Describe and compare measurable attributes,MEAS001-01-C,"Sort and classify objects into groups based on one measurable attribute (size, weight, or length)",3,5,4
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-01,Describe and compare measurable attributes,MEAS001-01-D,"Measure objects using non-standard units (cubes, paper clips) and compare results",4,6,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-01,Describe and compare measurable attributes,MEAS001-01-E,"Order 3-5 objects by a single measurable attribute (length, weight, or capacity)",5,7,6
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-01,Describe and compare measurable attributes,MEAS001-01-F,Compare and measure capacity using water or sand with various containers,6,8,7
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-01,Describe and compare measurable attributes,MEAS001-01-G,"Classify objects using multiple measurable attributes simultaneously (height and width, weight and size)",7,9,8
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-02,Classify objects and count the number of objects in each category,MEAS001-02-A,"Create and sort objects into basic categories based on one observable attribute (color, size, or shape)",1,3,2
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-02,Classify objects and count the number of objects in each category,MEAS001-02-B,"Count and compare objects within categories (up to 5 objects), using terms ""more,"" ""fewer,"" and ""equal""",2,4,3
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-02,Classify objects and count the number of objects in each category,MEAS001-02-C,Sort objects into given categories (up to 3 categories) and count up to 10 objects per category,3,5,4
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-02,Classify objects and count the number of objects in each category,MEAS001-02-D,"Classify objects using two attributes simultaneously (e.g., blue and round) and explain sorting criteria",4,6,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-02,Classify objects and count the number of objects in each category,MEAS001-02-E,Record and represent category data using tally marks and simple pictographs,4,7,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-02,Classify objects and count the number of objects in each category,MEAS001-02-F,Sort objects by function and create self-designed category systems with clear labels,5,7,6
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-02,Classify objects and count the number of objects in each category,MEAS001-02-G,Reclassify objects into new categories and identify items that don't belong with explanations,6,8,7
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-03,Collect and Represent Data,MEAS001-03-A,Sort and match data into given categories using picture cards or objects,1,3,2
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-03,Collect and Represent Data,MEAS001-03-B,Create physical representations of data through human graphs and object arrangements,2,4,3
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-03,Collect and Represent Data,MEAS001-03-C,Record simple data using tally marks and stickers for class surveys,2,4,3
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-03,Collect and Represent Data,MEAS001-03-D,Construct basic pictographs and bar charts with teacher guidance,3,5,4
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-03,Collect and Represent Data,MEAS001-03-E,"Read and interpret simple graphs to answer ""how many"" and ""which has more/less"" questions",3,5,4
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-03,Collect and Represent Data,MEAS001-03-F,Make predictions about data outcomes and verify through collection,4,6,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-03,Collect and Represent Data,MEAS001-03-G,Explain data representations to others using simple comparative language,4,6,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-04,Estimate and Measure,MEAS001-04-A,"Compare and describe objects' attributes (longer/shorter, heavier/lighter) using direct observation and manipulation",1,3,2
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-04,Estimate and Measure,MEAS001-04-B,"Estimate quantities and measurements using everyday references (steps, handspans, blocks) before measuring",2,4,3
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-04,Estimate and Measure,MEAS001-04-C,"Measure lengths using non-standard units (blocks, LEGO bricks, paper strips) and record results",2,5,3
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-04,Estimate and Measure,MEAS001-04-D,Compare weights of various objects using a balance scale and predict outcomes,3,5,4
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-04,Estimate and Measure,MEAS001-04-E,"Measure and compare volumes using standard measuring tools (cups, spoons) with sand, water, or rice",3,6,4
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-04,Estimate and Measure,MEAS001-04-F,"Track and record measurements over time (plant growth, daily temperature) using simple tools and graphs",4,6,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-04,Estimate and Measure,MEAS001-04-G,Measure time durations for simple activities using stopwatches and compare results with peers,4,7,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-05,Using Non-Standard Tools,MEAS001-05-A,Compare two objects directly side by side to determine longer/shorter,1,3,2
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-05,Using Non-Standard Tools,MEAS001-05-B,"Use body parts (fingers, hands) to measure and describe object lengths",2,4,3
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-05,Using Non-Standard Tools,MEAS001-05-C,"Measure single objects using uniform items (paper clips, cubes) and count units",2,5,3
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-05,Using Non-Standard Tools,MEAS001-05-D,Compare measurements of the same object using different non-standard units,3,5,4
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-05,Using Non-Standard Tools,MEAS001-05-E,Record and represent measurement results using simple drawings or numbers,3,6,4
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-05,Using Non-Standard Tools,MEAS001-05-F,Measure and compare multiple objects using the same non-standard unit,4,6,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-06,Exploring Temperature,MEAS001-06-A,Identify objects as 'hot' or 'cold' through direct sensory experience (with safety guidance),1,3,2
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-06,Exploring Temperature,MEAS001-06-B,"Sort picture cards into temperature categories (hot, warm, cold) with real-world examples",2,4,3
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-06,Exploring Temperature,MEAS001-06-C,Connect weather conditions to relative temperature using seasonal pictures and vocabulary,2,4,3
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-06,Exploring Temperature,MEAS001-06-D,"Read basic picture thermometers showing hot, warm, and cold zones",3,5,4
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-06,Exploring Temperature,MEAS001-06-E,"Predict temperature changes in simple scenarios (ice in sun vs. shade, hot chocolate cooling)",3,5,4
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-06,Exploring Temperature,MEAS001-06-F,"Compare temperatures of different locations/objects using comparative language (hotter than, colder than)",4,6,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-07,Time Durations,MEAS001-07-A,"Identify activities as 'quick' or 'long' using direct observation (e.g., clapping vs. drawing a picture)",1,3,2
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-07,Time Durations,MEAS001-07-B,"Use a sand timer to measure and compare simple activity durations (e.g., hopping vs. building with blocks)",2,4,3
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-07,Time Durations,MEAS001-07-C,"Order 3 familiar activities from shortest to longest duration (e.g., washing hands, eating snack, playing outside)",3,5,4
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-07,Time Durations,MEAS001-07-D,"Predict whether an activity will finish before or after a given time marker (e.g., before/after sand timer runs out)",3,6,4
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-07,Time Durations,MEAS001-07-E,"Match common activities to appropriate time measurement tools (e.g., sand timer for teeth brushing, clock for naptime)",4,6,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-07,Time Durations,MEAS001-07-F,Create a simple timeline of daily classroom routines using picture cards and duration vocabulary,4,7,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-08,Comparing Capacities,MEAS001-08-A,"Identify containers as ""empty"" or ""full"" using visual observation",1,3,2
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-08,Comparing Capacities,MEAS001-08-B,"Compare two identical containers with different amounts using terms ""more"" and ""less""",2,4,3
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-08,Comparing Capacities,MEAS001-08-C,Sort three or more identical containers by amount (least to most),3,5,4
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-08,Comparing Capacities,MEAS001-08-D,Predict and test which of two different-shaped containers holds more liquid,4,6,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-08,Comparing Capacities,MEAS001-08-E,"Group containers by capacity size (small, medium, large) using standard measuring tools",4,6,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-08,Comparing Capacities,MEAS001-08-F,Compare capacities of different containers using non-standard units (cups of rice/sand),5,7,6
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-09,Data Interpretation,MEAS001-09-A,Place stickers or markers on simple charts to represent personal choices and identify basic patterns,1,3,2
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-09,Data Interpretation,MEAS001-09-B,Match physical objects to their corresponding quantities shown in pictographs and simple bar graphs,2,4,3
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-09,Data Interpretation,MEAS001-09-C,Identify most and least popular items in class data displays and explain basic reasoning,2,4,3
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-09,Data Interpretation,MEAS001-09-D,"Use manipulatives (blocks, counters) to represent and compare data from simple charts",3,5,4
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-09,Data Interpretation,MEAS001-09-E,"Compare two related data sets to identify similarities and differences (e.g., comparing favorite foods across seasons)",4,6,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-09,Data Interpretation,MEAS001-09-F,"Draw basic conclusions from data and suggest actions based on findings (e.g., planning quantities for class activities)",4,6,5
Mathematics,Kindergarten,MEAS001,Measurement and Data,MEAS001-09,Data Interpretation,MEAS001-09-G,Make predictions about future data patterns based on current trends and seasonal changes,5,7,6
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-01,Understand addition as putting together and adding to,OPS001-01-A,"Represent addition within 5 using concrete objects, fingers, and acting out situations",1,3,2
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-01,Understand addition as putting together and adding to,OPS001-01-B,"Model addition within 5 using drawings, pictures, and number lines, connecting to concrete representations",2,4,3
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-01,Understand addition as putting together and adding to,OPS001-01-C,Express addition situations within 5 using verbal explanations and written equations,3,5,4
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-01,Understand addition as putting together and adding to,OPS001-01-D,"Decompose numbers up to 5 into pairs in multiple ways, using objects and drawings",4,6,5
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-01,Understand addition as putting together and adding to,OPS001-01-E,"Solve addition word problems within 10 using objects, drawings, or equations",5,7,6
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-01,Understand addition as putting together and adding to,OPS001-01-F,"Use multiple strategies (ten frames, tally marks, doubles) to solve addition problems within 10",6,8,7
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-01,Understand addition as putting together and adding to,OPS001-01-G,Create and solve addition stories and problems involving real-world contexts (including money),7,9,8
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-02,Understand subtraction as taking apart and taking from,OPS001-02-A,"Represent subtraction within 5 using concrete objects, fingers, and physical actions",1,3,2
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-02,Understand subtraction as taking apart and taking from,OPS001-02-B,"Decompose numbers up to 5 into pairs using objects and drawings, recording each decomposition",2,4,3
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-02,Understand subtraction as taking apart and taking from,OPS001-02-C,"Solve subtraction word problems within 5 using objects, drawings, and equations",3,5,4
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-02,Understand subtraction as taking apart and taking from,OPS001-02-D,Model and solve subtraction problems within 10 using ten frames and number lines,4,6,5
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-02,Understand subtraction as taking apart and taking from,OPS001-02-E,Create and solve real-world subtraction situations within 10 using various representations,5,7,6
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-02,Understand subtraction as taking apart and taking from,OPS001-02-F,Find missing numbers in subtraction equations within 10 (missing difference or minuend),6,8,7
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-02,Understand subtraction as taking apart and taking from,OPS001-02-G,Connect addition and subtraction as inverse operations within 10 using related facts,7,9,8
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-03,Fluently add and subtract within 5,OPS001-03-A,Count forward and backward within 5 fluently (within 3 seconds),1,3,2
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-03,Fluently add and subtract within 5,OPS001-03-B,Add and subtract fluently within 3 using objects and mental strategies,2,4,3
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-03,Fluently add and subtract within 5,OPS001-03-C,Match visual representations to addition and subtraction equations within 5,3,5,4
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-03,Fluently add and subtract within 5,OPS001-03-D,Add and subtract fluently within 5 using mental strategies,4,6,5
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-03,Fluently add and subtract within 5,OPS001-03-E,"Solve missing number problems within 5 (e.g., 3 + __ = 5, 5 - __ = 2)",5,7,6
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-03,Fluently add and subtract within 5,OPS001-03-F,"Complete fact families for numbers within 5, demonstrating addition-subtraction relationship",6,8,7
Mathematics,Kindergarten,OPS001,Operations and Algebraic Thinking,OPS001-03,Fluently add and subtract within 5,OPS001-03-G,Solve and create word problems involving addition and subtraction within 5,7,9,8
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-01,Recognizing and Creating Patterns,PTRN001-01-A,Identify simple patterns in everyday objects and sounds,1,3,2
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-01,Recognizing and Creating Patterns,PTRN001-01-B,Copy existing AB patterns using concrete objects or actions,2,4,3
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-01,Recognizing and Creating Patterns,PTRN001-01-C,"Extend simple AB patterns with colors, shapes, or sounds",2,5,3
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-01,Recognizing and Creating Patterns,PTRN001-01-D,Create original AB patterns using two elements,3,5,4
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-01,Recognizing and Creating Patterns,PTRN001-01-E,Identify missing elements within AB patterns,3,6,4
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-01,Recognizing and Creating Patterns,PTRN001-01-F,Extend ABC patterns using multiple elements,4,6,5
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-01,Recognizing and Creating Patterns,PTRN001-01-G,Create and explain original patterns using multiple elements,4,7,5
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-02,Sorting by Attributes,PTRN001-02-A,"Sort objects by a single obvious attribute (e.g., all red items together)",1,3,2
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-02,Sorting by Attributes,PTRN001-02-B,Verbally describe the sorting rule used for a single-attribute group,2,4,3
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-02,Sorting by Attributes,PTRN001-02-C,Sort the same set of objects using a different single attribute,3,5,4
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-02,Sorting by Attributes,PTRN001-02-D,"Sort objects by two attributes simultaneously (e.g., color AND shape)",4,6,5
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-02,Sorting by Attributes,PTRN001-02-E,Create and label sorting categories before grouping objects,4,6,5
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-02,Sorting by Attributes,PTRN001-02-F,"Explain complex sorting rules using ""because"" statements",5,7,6
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-02,Sorting by Attributes,PTRN001-02-G,Find objects that don't belong in a sorted group and explain why,6,8,7
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-03,Exploring Sequences,PTRN001-03-A,"Identify ""first"" and ""last"" positions in a simple 3-step sequence using concrete objects",1,3,2
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-03,Exploring Sequences,PTRN001-03-B,"Copy and repeat a simple 2-step movement sequence (e.g., clap-jump)",2,4,3
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-03,Exploring Sequences,PTRN001-03-C,"Arrange 3 picture cards to show a logical sequence (morning, noon, night)",3,5,4
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-03,Exploring Sequences,PTRN001-03-D,Create and demonstrate an original 3-step movement sequence,3,5,4
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-03,Exploring Sequences,PTRN001-03-E,Identify the missing middle step in a familiar 3-step sequence,4,6,5
Mathematics,Kindergarten,PTRN001,Patterns and Sorting,PTRN001-03,Exploring Sequences,PTRN001-03-F,Arrange 4-5 picture cards to tell a simple story with clear sequential order,5,7,6
Mathematics,Kindergarten,TIME001,Time and Calendar,TIME001-01,Understanding Daily and Seasonal Time,TIME001-01-A,"Identify parts of the day (morning, afternoon, evening) using visual cues from the sun and daily activities",1,3,2
Mathematics,Kindergarten,TIME001,Time and Calendar,TIME001-01,Understanding Daily and Seasonal Time,TIME001-01-B,"Sequence 3 basic daily routines in chronological order (wake up, lunch, bedtime)",2,4,3
Mathematics,Kindergarten,TIME001,Time and Calendar,TIME001-01,Understanding Daily and Seasonal Time,TIME001-01-C,"Sequence 5 detailed daily activities with specific times (breakfast at 8:00, school at 9:00, etc.)",3,5,4
