Subject,Grade,UnitID,UnitTitle,SkillID,SkillDescription,SubskillID,SubskillDescription,DifficultyStart,DifficultyEnd,TargetDifficulty
Science,First Grade,SCI002,Life Sciences,SCI002-05,Inheritance and Variation of Traits,SCI002-05-A,"Observe and describe similarities and differences between parents and offspring",1,3,2
Science,First Grade,SCI002,Life Sciences,SCI002-05,Inheritance and Variation of Traits,SCI002-05-B,"Identify traits that are inherited from parents (e.g., eye color, hair color, plant leaf shape)",2,4,3
Science,First Grade,SCI002,Life Sciences,SCI002-05,Inheritance and Variation of Traits,SCI002-05-C,"Explain that offspring are similar to, but not exactly like, their parents",2,5,3
Science,First Grade,SCI002,Life Sciences,SCI002-05,Inheritance and Variation of Traits,SCI002-05-D,"Investigate how environmental factors can influence traits",3,5,4
Science,First Grade,SCI002,Life Sciences,SCI002-05,Inheritance and Variation of Traits,SCI002-05-E,"Compare and contrast the traits of different individuals within the same species",3,6,4
Science,First Grade,SCI003,Earth and Space Sciences,SCI003-04,Earth's Resources,SCI003-04-A,"Identify different types of natural resources (e.g., water, soil, air, sunlight, plants, animals)",1,3,2
Science,First Grade,SCI003,Earth and Space Sciences,SCI003-04,Earth's Resources,SCI003-04-B,"Explain how humans use natural resources in everyday life",2,4,3
Science,First Grade,SCI003,Earth and Space Sciences,SCI003-04,Earth's Resources,SCI003-04-C,"Investigate the importance of conserving natural resources",2,5,3
Science,First Grade,SCI003,Earth and Space Sciences,SCI003-04,Earth's Resources,SCI003-04-D,"Identify ways to reduce, reuse, and recycle materials",3,5,4
Science,First Grade,SCI003,Earth and Space Sciences,SCI003-04,Earth's Resources,SCI003-04-E,"Design and implement a plan to conserve resources in the classroom or school",3,6,5
Science,First Grade,SCI003,Earth and Space Sciences,SCI003-04,Earth's Resources,SCI003-04-F,"Explain how human activities can impact Earth's resources and environment",4,7,5
Science,First Grade,SCI003,Earth and Space Sciences,SCI003-05,Human Impact on the Environment, SCI003-05-A, "Identify ways that humans change the environment (building homes, roads, pollution)", 1,3,2
Science,First Grade,SCI003,Earth and Space Sciences,SCI003-05,Human Impact on the Environment, SCI003-05-B, "Distinguish between positive and negative impacts of human activities on the environment.", 2,4,3
Science,First Grade,SCI003,Earth and Space Sciences,SCI003-05,Human Impact on the Environment, SCI003-05-C, "Investigate the effects of pollution on living things.", 3,5,4
Science,First Grade,SCI003,Earth and Space Sciences,SCI003-05,Human Impact on the Environment, SCI003-05-D, "Propose solutions to reduce human impact on the environment.", 3,6,5
Science,First Grade,SCI003,Earth and Space Sciences,SCI003-05,Human Impact on the Environment, SCI003-05-E, "Participate in a class or school project to improve the environment.", 4,7,5
