Subject,Grade,UnitID,UnitTitle,SkillID,SkillDescription,SubskillID,SubskillDescription,DifficultyStart,DifficultyEnd,TargetDifficulty
Social Studies,First Grade,SS004,History,SS004-01,Past, Present, and Future,SS004-01-A,"Distinguish between past, present, and future events",1,3,2
Social Studies,First Grade,SS004,History,SS004-01,Past, Present, and Future,SS004-01-B,"Sequence events in chronological order using timelines",2,4,3
Social Studies,First Grade,SS004,History,SS004-01,Past, Present, and Future,SS004-01-C,"Compare and contrast life in the past with life today",2,5,3
Social Studies,First Grade,SS004,History,SS004-01,Past, Present, and Future,SS004-01-D,"Identify and describe historical figures and events that have shaped their community and country",3,5,4
Social Studies,First Grade,SS004,History,SS004-01,Past, Present, and Future,SS004-01-E,"Use primary and secondary sources (e.g., photographs, artifacts, stories) to learn about the past",3,6,4
Social Studies,First Grade,SS004,History,SS004-01,Past, Present, and Future,SS004-01-F,"Predict possible future events based on past and present trends",4,6,5
Social Studies,First Grade,SS004,History,SS004-02,Historical Figures and Events,SS004-02-A,"Identify and describe the contributions of important historical figures (e.g., George Washington, Abraham Lincoln, Martin Luther King Jr.)",1,3,2
Social Studies,First Grade,SS004,History,SS004-02-Historical Figures and Events,SS004-02-B,"Explain the significance of major historical events (e.g., the American Revolution, the Civil Rights Movement)",2,4,3
Social Studies,First Grade,SS004,History,SS004-02-Historical Figures and Events,SS004-02-C,"Sequence key events in the lives of historical figures and the timeline of historical events",3,5,4
Social Studies,First Grade,SS004,History,SS004-02-Historical Figures and Events,SS004-02-D,"Create timelines, presentations, or artwork related to historical figures and events",3,6,4
Social Studies,First Grade,SS004,History,SS004-02-Historical Figures and Events,SS004-02-E,"Compare and contrast the lives and contributions of different historical figures",4,6,5
Social Studies,First Grade,SS004,History,SS004-03,Family History,SS004-03-A,"Create a family tree showing multiple generations",1,3,2
Social Studies,First Grade,SS004,History,SS004-03-Family History,SS004-03-B,"Interview family members to gather information about their lives and experiences",2,4,3
Social Studies,First Grade,SS004,History,SS004-03-Family History,SS004-03-C,"Share family stories and traditions",2,5,3
Social Studies,First Grade,SS004,History,SS004-03-Family History,SS004-03-D,"Compare and contrast their own lives with the lives of family members from different generations",3,5,4
Social Studies,First Grade,SS004,History,SS004-03-Family History,SS004-03-E,"Identify and describe family heirlooms and artifacts",3,6,4
Social Studies,First Grade,SS004,History,SS004-03-Family History,SS004-03-F,"Explain how family history connects to larger historical events",4,6,5
Social Studies,First Grade,SS004,History,SS004-04,Change Over Time,SS004-04-A,"Identify examples of change over time in their own lives and communities",1,3,2
Social Studies,First Grade,SS004,History,SS004-04-Change Over Time,SS004-04-B,"Compare and contrast how people lived in the past with how people live today (e.g., transportation, communication, housing)",2,4,3
Social Studies,First Grade,SS004,History,SS004-04-Change Over Time,SS004-04-C,"Explain how technology has changed over time and impacted people's lives",3,5,4
Social Studies,First Grade,SS004,History,SS004-04-Change Over Time,SS004-04-D,"Analyze photographs and artifacts to understand how things have changed over time",3,6,4
Social Studies,First Grade,SS004,History,SS004-04-Change Over Time,SS004-04-E,"Create timelines showing changes in a specific aspect of life (e.g., transportation, communication)",4,6,5
Social Studies,First Grade,SS005,Culture and Diversity,SS005-01,Cultural Traditions,SS005-01-A,"Define culture and identify elements of culture (e.g., food, clothing, music, language, traditions)",1,3,2
Social Studies,First Grade,SS005,Culture and Diversity,SS005-01,Cultural Traditions,SS005-01-B,"Describe the cultural traditions of their own families and communities",2,4,3
Social Studies,First Grade,SS005,Culture and Diversity,SS005-01,Cultural Traditions,SS005-01-C,"Compare and contrast cultural traditions from different groups",2,5,3
Social Studies,First Grade,SS005,Culture and Diversity,SS005-01,Cultural Traditions,SS005-01-D,"Participate in activities that celebrate different cultures (e.g., music, dance, food, stories)",3,5,4
Social Studies,First Grade,SS005,Culture and Diversity,SS005-01,Cultural Traditions,SS005-01-E,"Explain how cultural traditions are passed down through generations",3,6,4
Social Studies,First Grade,SS005,Culture and Diversity,SS005-01,Cultural Traditions,SS005-01-F,"Research and present information about a specific culture",4,6,5
Social Studies,First Grade,SS005,Culture and Diversity,SS005-02,Diversity and Inclusion,SS005-02-A,"Recognize and appreciate differences among people (e.g., race, ethnicity, religion, abilities)",1,3,2
Social Studies,First Grade,SS005,Culture and Diversity,SS005-02-Diversity and Inclusion,SS005-02-B,"Explain the importance of treating everyone with respect and fairness",2,4,3
Social Studies,First Grade,SS005,Culture and Diversity,SS005-02-Diversity and Inclusion,SS005-02-C,"Identify examples of discrimination and prejudice",2,5,3
Social Studies,First Grade,SS005,Culture and Diversity,SS005-02-Diversity and Inclusion,SS005-02-D,"Discuss ways to promote inclusion and create a welcoming environment for everyone",3,5,4
Social Studies,First Grade,SS005,Culture and Diversity,SS005-02-Diversity and Inclusion,SS005-02-E,"Role-play scenarios involving diversity and inclusion",3,6,4
Social Studies,First Grade,SS005,Culture and Diversity,SS005-02-Diversity and Inclusion,SS005-02-F,"Explain how diversity enriches communities and societies",4,6,5
Social Studies,First Grade,SS005,Culture and Diversity,SS005-03,Global Connections,SS005-03-A,"Identify examples of how people around the world are connected (e.g., trade, communication, travel)",1,3,2
Social Studies,First Grade,SS005,Culture and Diversity,SS005-03-Global Connections,SS005-03-B,"Locate different countries on a world map and globe",2,4,3
Social Studies,First Grade,SS005,Culture and Diversity,SS005-03-Global Connections,SS005-03-C,"Compare and contrast daily life in different countries",2,5,3
Social Studies,First Grade,SS005,Culture and Diversity,SS005-03-Global Connections,SS005-03-D,"Learn basic phrases in different languages",3,5,4
Social Studies,First Grade,SS005,Culture and Diversity,SS005-03-Global Connections,SS005-03-E,"Research and present information about a specific country or culture",3,6,4
Social Studies,First Grade,SS005,Culture and Diversity,SS005-03-Global Connections,SS005-03-F,"Discuss the importance of global cooperation and understanding",4,6,5
