"student_id","student_name","student_grade","subject","skill_id","subskill_id","score","attempt_timestamp","curriculum_grade","unit_id","unit_title","skill_description","subskill_description","difficulty_start","difficulty_end","target_difficulty"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-02 19:05:45.155576-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-02 19:05:45.155576-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-02 19:05:45.155576-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-02 19:06:22.849705-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-02 19:06:22.849705-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-02 19:06:22.849705-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-02 19:06:22.849705-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","8.00","2025-03-04 02:44:32.45589-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","8.00","2025-03-04 02:44:32.45589-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","8.00","2025-03-04 02:44:32.45589-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","8.00","2025-03-04 02:44:32.45589-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 02:54:34.641354-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 02:54:34.641354-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 02:54:34.641354-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 02:54:34.641354-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 02:54:34.715106-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 02:54:34.715106-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 02:54:34.715106-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 02:54:34.715106-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:01:57.456783-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:01:57.456783-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:01:57.456783-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:01:57.456783-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:01:57.829107-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:01:57.829107-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:01:57.829107-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:01:57.829107-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","1.00","2025-03-04 03:37:37.893123-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","1.00","2025-03-04 03:37:37.893123-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","1.00","2025-03-04 03:37:37.893123-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","1.00","2025-03-04 03:37:37.893123-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","1.00","2025-03-04 03:37:38.032196-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","1.00","2025-03-04 03:37:38.032196-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","1.00","2025-03-04 03:37:38.032196-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","1.00","2025-03-04 03:37:38.032196-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:54:55.517083-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:54:55.517083-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:54:55.517083-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:54:55.517083-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:54:55.767277-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:54:55.767277-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:54:55.767277-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-04 03:54:55.767277-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","7.00","2025-03-04 03:59:03.36979-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","7.00","2025-03-04 03:59:03.36979-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","7.00","2025-03-04 03:59:03.36979-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","7.00","2025-03-04 03:59:03.36979-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","7.00","2025-03-04 03:59:03.927997-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","7.00","2025-03-04 03:59:03.927997-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","7.00","2025-03-04 03:59:03.927997-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","7.00","2025-03-04 03:59:03.927997-05","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-15 13:39:05.650064-04","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-15 13:39:05.650064-04","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-15 13:39:05.650064-04","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-15 13:39:05.650064-04","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-15 13:39:05.707625-04","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-15 13:39:05.707625-04","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-15 13:39:05.707625-04","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","10.00","2025-03-15 13:39:05.707625-04","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","9.00","2025-03-16 18:23:30.952152-04","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","9.00","2025-03-16 18:23:30.952152-04","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","9.00","2025-03-16 18:23:30.952152-04","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","9.00","2025-03-16 18:23:30.952152-04","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","9.00","2025-03-16 18:23:31.061791-04","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
1,"Student 1","Kindergarten","Mathematics","COUNT001-01","COUNT001-01-A","9.00","2025-03-16 18:23:31.061791-04","Kindergarten","COUNT001","Counting and Cardinality","Know number names and the count sequence","Count and recognize numbers 0-10, including matching spoken words to written numerals","1.00","3.00","2.00"
